project,version,mutant_id,y_true,n_preds,flim_ratio,Sus
Time,2,src-main-java-org-joda-time-Partial-59-1,True,5,0.4,0.0845154254728516
Time,2,src-main-java-org-joda-time-Partial-59-2,True,5,0.6,0.0811107105653812
Time,2,src-main-java-org-joda-time-Partial-62-1,True,5,0.2,0.5773502691896258
Time,2,src-main-java-org-joda-time-Partial-62-2,True,5,0.6,0.0811107105653812
Time,2,src-main-java-org-joda-time-Partial-62-4,True,5,0.8,0.0811107105653812
Time,2,src-main-java-org-joda-time-Partial-62-5,True,5,0.8,0.5773502691896258
Time,2,src-main-java-org-joda-time-Partial-64-1,False,5,0.4,0.2886751345948129
Time,2,src-main-java-org-joda-time-Partial-64-15,False,5,0.4,0.2886751345948129
Time,2,src-main-java-org-joda-time-Partial-64-22,False,5,0.8,0.084818892967997
Time,2,src-main-java-org-joda-time-Partial-64-4,False,5,0.6,0.2886751345948129
Time,2,src-main-java-org-joda-time-Partial-67-1,True,5,0.0,0.3333333333333333
Time,2,src-main-java-org-joda-time-Partial-67-2,True,5,0.4,0.5773502691896258
Time,2,src-main-java-org-joda-time-Partial-67-5,True,5,0.4,0.5773502691896258
Time,2,src-main-java-org-joda-time-Partial-68-2,True,5,0.8,0.2773500981126146
Time,2,src-main-java-org-joda-time-Partial-68-5,True,5,1.0,0.2773500981126146
Time,2,src-main-java-org-joda-time-Partial-68-7,True,5,0.6,0.4082482904638631
Time,2,src-main-java-org-joda-time-Partial-69-1,True,5,0.0,0.7071067811865475
Time,2,src-main-java-org-joda-time-Partial-71-1,True,5,0.4,1.0
Time,2,src-main-java-org-joda-time-Partial-71-2,True,5,0.6,1.0
Time,2,src-main-java-org-joda-time-Partial-71-4,True,5,0.2,1.0
Time,2,src-main-java-org-joda-time-Partial-71-5,True,5,0.6,1.0
Time,2,src-main-java-org-joda-time-Partial-71-6,True,5,0.4,1.0
Time,2,src-main-java-org-joda-time-Partial-84-1,True,5,0.8,0.0845154254728516
Time,2,src-main-java-org-joda-time-field-UnsupportedDurationField-16-1,True,5,0.0,0.1924500897298753
Time,2,src-main-java-org-joda-time-field-UnsupportedDurationField-17-1,True,5,0.2,0.1924500897298753
Time,2,src-main-java-org-joda-time-field-UnsupportedDurationField-28-1,True,5,0.0,0.2182178902359924
Time,2,src-main-java-org-joda-time-field-UnsupportedDurationField-58-1,False,5,0.0,0.5
Time,2,src-main-java-org-joda-time-field-UnsupportedDurationField-58-2,False,5,0.2,0.3535533905932737
Time,3,src-main-java-org-joda-time-MutableDateTime-100-1,True,5,0.0,0.1883108942886774
Time,3,src-main-java-org-joda-time-MutableDateTime-138-1,False,5,0.2,0.3162277660168379
Time,3,src-main-java-org-joda-time-MutableDateTime-142-1,False,5,0.2,0.3162277660168379
Time,3,src-main-java-org-joda-time-MutableDateTime-150-1,False,5,0.4,0.3162277660168379
Time,3,src-main-java-org-joda-time-MutableDateTime-154-1,False,5,0.2,0.3162277660168379
Time,3,src-main-java-org-joda-time-MutableDateTime-162-1,False,5,0.2,0.3162277660168379
Time,4,src-main-java-org-joda-time-Partial-133-1,True,5,0.2,0.1924500897298753
Time,4,src-main-java-org-joda-time-Partial-133-2,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-133-5,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-134-2,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-134-3,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-134-5,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-136-2,True,5,0.2,0.2
Time,4,src-main-java-org-joda-time-Partial-151-2,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-151-3,True,5,0.0,0.2182178902359924
Time,4,src-main-java-org-joda-time-Partial-151-4,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-151-5,True,5,0.0,0.2182178902359924
Time,4,src-main-java-org-joda-time-Partial-152-2,True,5,0.2,0.2
Time,4,src-main-java-org-joda-time-Partial-152-4,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-153-1,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-154-1,True,5,0.4,0.223606797749979
Time,4,src-main-java-org-joda-time-Partial-155-1,True,5,0.0,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-10,True,5,0.0,0.2041241452319315
Time,4,src-main-java-org-joda-time-Partial-155-11,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-155-12,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-155-13,True,5,0.0,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-14,True,5,0.4,0.2
Time,4,src-main-java-org-joda-time-Partial-155-15,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-155-16,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-155-17,True,5,0.0,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-2,True,5,0.0,0.242535625036333
Time,4,src-main-java-org-joda-time-Partial-155-3,True,5,0.0,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-4,True,5,0.2,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-5,True,5,0.0,0.242535625036333
Time,4,src-main-java-org-joda-time-Partial-155-6,True,5,0.0,0.3015113445777636
Time,4,src-main-java-org-joda-time-Partial-155-7,True,5,0.0,0.2041241452319315
Time,4,src-main-java-org-joda-time-Partial-155-8,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-155-9,True,5,0.2,0.2182178902359924
Time,4,src-main-java-org-joda-time-Partial-156-10,True,5,0.2,0.2041241452319315
Time,4,src-main-java-org-joda-time-Partial-156-11,True,5,0.2,0.2
Time,4,src-main-java-org-joda-time-Partial-156-12,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-156-14,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-156-15,True,5,0.2,0.2
Time,4,src-main-java-org-joda-time-Partial-156-16,True,5,0.0,0.2
Time,4,src-main-java-org-joda-time-Partial-156-7,True,5,0.0,0.2041241452319315
Time,4,src-main-java-org-joda-time-Partial-156-8,True,5,0.2,0.2
Time,4,src-main-java-org-joda-time-Partial-156-9,True,5,0.0,0.2182178902359924
Time,4,src-main-java-org-joda-time-Partial-49-3,True,5,0.4,0.086066296582387
Time,4,src-main-java-org-joda-time-Partial-55-2,True,5,0.4,0.086066296582387
Time,4,src-main-java-org-joda-time-Partial-55-4,True,5,1.0,0.086386842558136
Time,4,src-main-java-org-joda-time-Partial-59-1,True,5,0.8,0.0905357460425185
Time,4,src-main-java-org-joda-time-Partial-59-2,True,5,0.4,0.086386842558136
Time,4,src-main-java-org-joda-time-Partial-59-4,True,5,0.4,0.0870388279778489
Time,4,src-main-java-org-joda-time-Partial-62-2,True,5,0.6,0.086386842558136
Time,4,src-main-java-org-joda-time-Partial-62-4,True,5,0.4,0.086386842558136
Time,4,src-main-java-org-joda-time-Partial-64-11,True,5,0.0,0.0909090909090909
Time,4,src-main-java-org-joda-time-Partial-64-13,True,5,0.2,0.0909090909090909
Time,4,src-main-java-org-joda-time-Partial-64-17,True,5,0.2,0.0912870929175276
Time,4,src-main-java-org-joda-time-Partial-64-22,True,5,0.8,0.0912870929175276
Time,4,src-main-java-org-joda-time-Partial-64-3,True,5,0.8,0.0912870929175276
Time,4,src-main-java-org-joda-time-Partial-82-1,True,5,1.0,0.0905357460425185
Time,5,src-main-java-org-joda-time-Period-145-1,True,5,0.2,0.5477225575051661
Time,5,src-main-java-org-joda-time-Period-349-11,True,5,0.0,0.4803844614152614
Time,5,src-main-java-org-joda-time-Period-350-1,False,5,0.4,0.5
Time,5,src-main-java-org-joda-time-Period-350-2,False,5,0.0,0.1924500897298753
Time,5,src-main-java-org-joda-time-Period-351-1,False,5,0.0,0.5
Time,5,src-main-java-org-joda-time-Period-352-2,False,5,0.0,0.4082482904638631
Time,5,src-main-java-org-joda-time-Period-352-3,False,5,0.0,0.4082482904638631
Time,5,src-main-java-org-joda-time-Period-352-4,False,5,0.4,0.5773502691896258
Time,5,src-main-java-org-joda-time-Period-353-1,False,5,0.2,0.5773502691896257
Time,6,src-main-java-org-joda-time-chrono-GJChronology-111-1,True,5,0.0,0.3730019232961255
Time,6,src-main-java-org-joda-time-chrono-GJChronology-112-1,True,5,0.0,0.298142396999972
Time,6,src-main-java-org-joda-time-chrono-GJChronology-114-3,True,5,0.0,0.4961389383568339
Time,6,src-main-java-org-joda-time-chrono-GJChronology-176-1,True,5,0.0,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-176-2,True,5,0.0,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-177-1,True,5,0.2,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-177-2,True,5,0.4,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-178-1,True,5,0.4,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-178-2,True,5,0.2,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-180-1,True,5,0.2,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-181-1,True,5,0.0,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-183-1,True,5,0.0,0.2253744679276044
Time,6,src-main-java-org-joda-time-chrono-GJChronology-185-3,True,5,0.2,0.2617119612951069
Time,6,src-main-java-org-joda-time-chrono-GJChronology-187-2,True,5,0.2,0.2666666666666667
Time,6,src-main-java-org-joda-time-chrono-GJChronology-188-1,True,5,0.0,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-209-1,True,5,0.0,0.2581988897471611
Time,6,src-main-java-org-joda-time-chrono-GJChronology-212-1,True,5,0.0,0.2409657986707497
Time,6,src-main-java-org-joda-time-chrono-GJChronology-214-1,True,5,0.0,0.4
Time,6,src-main-java-org-joda-time-chrono-GJChronology-225-1,True,5,0.0,0.5163977794943222
Time,6,src-main-java-org-joda-time-chrono-GJChronology-226-1,True,5,0.0,0.3162277660168379
Time,6,src-main-java-org-joda-time-chrono-GJChronology-259-1,True,5,0.0,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-305-3,True,10,0.1,0.0755928946018454
Time,6,src-main-java-org-joda-time-chrono-GJChronology-32-2,True,5,0.0,0.3067859955389481
Time,6,src-main-java-org-joda-time-chrono-GJChronology-35-1,True,5,0.0,0.3726779962499649
Time,6,src-main-java-org-joda-time-chrono-GJChronology-35-2,True,5,0.0,0.3726779962499649
Time,6,src-main-java-org-joda-time-chrono-GJChronology-386-3,True,5,0.0,0.1363988678940947
Time,6,src-main-java-org-joda-time-chrono-GJChronology-413-1,True,5,0.0,0.3162277660168379
Time,6,src-main-java-org-joda-time-chrono-GJChronology-413-2,True,5,0.6,0.0438529009653514
Time,6,src-main-java-org-joda-time-chrono-GJChronology-42-1,True,5,0.0,0.0790569415042094
Time,6,src-main-java-org-joda-time-chrono-GJChronology-42-2,True,5,0.0,0.0790569415042094
Time,6,src-main-java-org-joda-time-chrono-GJChronology-420-1,True,5,0.0,0.0442807442770047
Time,6,src-main-java-org-joda-time-chrono-GJChronology-425-1,True,5,0.2,0.1025978352085154
Time,6,src-main-java-org-joda-time-chrono-GJChronology-426-1,True,5,0.0,0.1025978352085154
Time,6,src-main-java-org-joda-time-chrono-GJChronology-427-1,True,5,0.0,0.3380617018914066
Time,6,src-main-java-org-joda-time-chrono-GJChronology-429-1,True,5,0.0,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-430-1,True,5,0.2,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-431-3,True,5,0.0,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-432-1,True,5,0.2,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-432-4,True,5,0.2,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-432-7,True,5,0.0,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-433-1,False,5,0.0,0.6761234037828132
Time,6,src-main-java-org-joda-time-chrono-GJChronology-54-1,True,5,0.4,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-55-2,True,5,0.0,0.2617119612951069
Time,6,src-main-java-org-joda-time-chrono-GJChronology-55-3,True,5,0.2,0.2599376224550182
Time,6,src-main-java-org-joda-time-chrono-GJChronology-58-2,True,5,0.0,0.1154700538379251
Time,6,src-main-java-org-joda-time-chrono-GJChronology-58-5,True,5,0.0,0.054232614454664
Time,6,src-main-java-org-joda-time-chrono-GJChronology-63-1,True,5,0.2,0.2599376224550182
Time,7,src-main-java-org-joda-time-format-DateTimeFormatter-170-3,False,5,0.0,0.4082482904638631
Time,7,src-main-java-org-joda-time-format-DateTimeFormatter-176-2,True,5,0.8,0.1212678125181665
Time,7,src-main-java-org-joda-time-format-DateTimeFormatter-271-1,True,5,0.2,0.0928476690885259
Time,8,src-main-java-org-joda-time-DateTimeZone-101-1,True,5,0.2,0.25
Time,8,src-main-java-org-joda-time-DateTimeZone-101-2,True,5,0.6,0.2357022603955159
Time,8,src-main-java-org-joda-time-DateTimeZone-101-3,True,5,0.6,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-101-4,True,5,0.6,0.25
Time,8,src-main-java-org-joda-time-DateTimeZone-101-5,True,5,0.2,0.242535625036333
Time,8,src-main-java-org-joda-time-DateTimeZone-102-1,True,5,0.2,0.2182178902359924
Time,8,src-main-java-org-joda-time-DateTimeZone-107-1,True,5,0.4,0.1825741858350554
Time,8,src-main-java-org-joda-time-DateTimeZone-107-12,True,5,1.0,0.1825741858350554
Time,8,src-main-java-org-joda-time-DateTimeZone-107-3,True,5,0.6,0.1825741858350554
Time,8,src-main-java-org-joda-time-DateTimeZone-107-6,True,5,0.6,0.1825741858350554
Time,8,src-main-java-org-joda-time-DateTimeZone-139-1,True,5,0.2,0.1690308509457033
Time,8,src-main-java-org-joda-time-DateTimeZone-140-1,True,5,0.6,0.1690308509457033
Time,8,src-main-java-org-joda-time-DateTimeZone-143-1,True,5,1.0,0.1690308509457033
Time,8,src-main-java-org-joda-time-DateTimeZone-184-1,True,5,0.4,0.1386750490563073
Time,8,src-main-java-org-joda-time-DateTimeZone-186-1,True,5,0.8,0.1386750490563073
Time,8,src-main-java-org-joda-time-DateTimeZone-267-1,True,5,0.6,0.2886751345948129
Time,8,src-main-java-org-joda-time-DateTimeZone-267-2,True,5,0.2,0.2886751345948129
Time,8,src-main-java-org-joda-time-DateTimeZone-294-1,True,5,0.8,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-295-1,True,5,0.6,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-296-2,True,5,0.4,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-296-3,True,5,0.2,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-296-4,True,5,0.6,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-296-5,True,5,0.4,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-366-2,True,5,0.6,0.0769230769230769
Time,8,src-main-java-org-joda-time-DateTimeZone-73-2,True,5,0.4,0.0455960752587553
Time,8,src-main-java-org-joda-time-DateTimeZone-76-1,True,5,0.4,0.3015113445777636
Time,8,src-main-java-org-joda-time-DateTimeZone-78-2,True,5,0.2,0.5
Time,8,src-main-java-org-joda-time-DateTimeZone-78-3,True,5,0.0,0.3333333333333333
Time,8,src-main-java-org-joda-time-DateTimeZone-80-4,True,5,0.8,0.3162277660168379
Time,8,src-main-java-org-joda-time-DateTimeZone-89-11,True,5,0.6,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-89-13,True,5,1.0,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-89-14,True,5,0.6,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-89-4,True,5,0.8,0.242535625036333
Time,8,src-main-java-org-joda-time-DateTimeZone-89-8,True,5,1.0,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-89-9,True,5,1.0,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-91-14,True,5,0.4,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-91-2,True,5,0.4,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-91-3,True,5,1.0,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-91-6,True,5,0.8,0.2581988897471611
Time,8,src-main-java-org-joda-time-DateTimeZone-91-7,True,5,1.0,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-91-8,True,5,0.6,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-91-9,True,5,0.8,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-93-1,False,5,0.0,0.2294157338705617
Time,8,src-main-java-org-joda-time-DateTimeZone-93-13,False,5,0.2,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-93-14,False,5,0.2,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-93-3,False,5,0.2,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-93-4,False,5,0.2,0.2294157338705617
Time,8,src-main-java-org-joda-time-DateTimeZone-93-5,False,5,0.2,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-93-6,False,5,0.8,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-93-7,False,5,0.0,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-93-8,False,5,0.2,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-93-9,False,5,0.2,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-97-1,True,5,0.8,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-97-2,True,5,0.8,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-97-3,True,5,0.6,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-97-4,True,5,0.6,0.2182178902359924
Time,8,src-main-java-org-joda-time-DateTimeZone-97-5,True,5,0.6,0.2182178902359924
Time,8,src-main-java-org-joda-time-DateTimeZone-97-6,True,5,0.8,0.223606797749979
Time,8,src-main-java-org-joda-time-DateTimeZone-98-1,True,5,0.8,0.7071067811865475
Time,8,src-main-java-org-joda-time-DateTimeZone-98-3,True,5,0.8,1.0
Time,8,src-main-java-org-joda-time-DateTimeZone-98-4,True,5,0.4,0.7071067811865475
Time,9,src-main-java-org-joda-time-DateTimeZone-134-1,True,5,0.2,0.1690308509457033
Time,9,src-main-java-org-joda-time-DateTimeZone-135-1,True,5,0.0,0.1690308509457033
Time,9,src-main-java-org-joda-time-DateTimeZone-138-1,True,5,0.0,0.1690308509457033
Time,9,src-main-java-org-joda-time-DateTimeZone-179-1,True,5,0.8,0.1386750490563073
Time,9,src-main-java-org-joda-time-DateTimeZone-181-1,True,5,0.2,0.1386750490563073
Time,9,src-main-java-org-joda-time-DateTimeZone-262-1,True,5,0.0,0.2886751345948129
Time,9,src-main-java-org-joda-time-DateTimeZone-262-2,True,5,0.0,0.2886751345948129
Time,9,src-main-java-org-joda-time-DateTimeZone-289-1,True,5,0.0,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-290-1,True,5,0.2,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-291-2,True,5,0.0,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-291-3,True,5,0.2,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-291-4,True,5,0.0,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-291-5,True,5,0.0,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-361-2,True,5,0.0,0.0769230769230769
Time,9,src-main-java-org-joda-time-DateTimeZone-72-2,True,5,0.2,0.0455960752587553
Time,9,src-main-java-org-joda-time-DateTimeZone-75-1,True,5,0.4,0.3015113445777636
Time,9,src-main-java-org-joda-time-DateTimeZone-77-2,True,5,0.2,0.5
Time,9,src-main-java-org-joda-time-DateTimeZone-77-3,True,5,0.2,0.3333333333333333
Time,9,src-main-java-org-joda-time-DateTimeZone-79-3,True,5,0.4,0.5
Time,9,src-main-java-org-joda-time-DateTimeZone-79-4,True,5,0.0,0.3162277660168379
Time,9,src-main-java-org-joda-time-DateTimeZone-88-11,True,5,0.2,1.0
Time,9,src-main-java-org-joda-time-DateTimeZone-88-14,True,5,0.2,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-88-3,True,5,0.0,0.4472135954999579
Time,9,src-main-java-org-joda-time-DateTimeZone-90-1,False,5,0.0,0.2294157338705617
Time,9,src-main-java-org-joda-time-DateTimeZone-90-14,False,5,0.0,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-90-3,False,5,0.4,0.7071067811865475
Time,9,src-main-java-org-joda-time-DateTimeZone-90-4,False,5,0.2,0.2294157338705617
Time,9,src-main-java-org-joda-time-DateTimeZone-90-6,False,5,0.0,0.7071067811865475
Time,9,src-main-java-org-joda-time-DateTimeZone-90-7,False,5,0.0,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-90-8,False,5,0.0,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-90-9,False,5,0.2,1.0
Time,9,src-main-java-org-joda-time-DateTimeZone-94-1,False,5,0.0,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-94-2,False,5,0.0,0.223606797749979
Time,9,src-main-java-org-joda-time-DateTimeZone-95-3,True,5,0.2,1.0
Time,9,src-main-java-org-joda-time-DateTimeZone-95-5,True,5,0.2,1.0
Time,9,src-main-java-org-joda-time-DateTimeZone-96-1,False,5,0.2,1.0
Time,9,src-main-java-org-joda-time-DateTimeZone-96-2,False,5,0.0,0.4472135954999579
Time,9,src-main-java-org-joda-time-DateTimeZone-96-3,False,5,0.2,0.4472135954999579
